post_id,platform,post_type,day_of_week,hour_of_day,is_weekend,hashtag_count,caption_length,follower_count,likes,comments,shares,engagement_rate
P01145,facebook,image,Tue,12,0,12,34,160600,2840,552,218,2.49
P01146,linkedin,carousel,Fri,8,0,5,89,101444,3297,549,388,3.949
P01147,linkedin,carousel,Wed,20,0,12,146,80341,3342,234,438,5.655
P01148,linkedin,video,Thu,20,0,7,10,88524,3639,371,330,5.486
P01149,instagram,text,Sat,7,1,8,8,190186,5035,532,817,3.345
P01150,instagram,image,Sat,0,1,4,370,41404,864,114,132,2.649
P01151,facebook,text,Tue,3,0,12,392,105152,40,3,6,0.05
P01152,instagram,image,Wed,2,0,3,216,136071,2882,366,586,3.023
P01153,instagram,image,Sat,23,1,8,361,5004,100,17,10,2.615
P01154,instagram,video,Sun,14,1,18,263,127161,4254,353,400,4.126
P01155,instagram,image,Mon,16,0,15,16,52372,1294,211,120,3.36
P01156,instagram,image,Sat,5,1,8,287,56488,1251,149,162,2.748
P01157,instagram,image,Thu,20,0,19,12,124535,2562,208,257,2.929
P01158,twitter,video,Fri,17,0,0,327,2273,69,6,11,3.608
P01159,instagram,carousel,Mon,18,0,19,149,31784,1123,85,107,4.195
P01160,twitter,image,Fri,11,0,7,60,91266,1942,311,275,3.039
P01161,twitter,carousel,Fri,16,0,16,107,117021,3686,282,494,4.098
P01162,instagram,carousel,Fri,13,0,18,274,22269,635,110,67,3.744
P01163,linkedin,image,Sat,9,1,12,339,72638,1954,309,293,3.256
P01164,facebook,image,Sun,14,1,12,230,61855,1349,100,206,2.793
P01165,facebook,text,Sat,7,1,14,68,107109,2131,374,339,2.514
P01166,instagram,carousel,Sat,22,1,4,360,60469,2144,428,325,4.855
P01167,instagram,video,Sun,17,1,3,317,874,35,3,5,5.585
P01168,instagram,carousel,Fri,17,0,6,166,106250,5027,907,593,5.886
P01169,facebook,image,Fri,17,0,9,224,169760,3659,360,561,2.718
P01170,twitter,video,Thu,10,0,14,385,117156,2345,331,249,2.426
P01171,facebook,carousel,Sat,22,1,5,154,72704,2743,224,311,4.563
P01172,linkedin,image,Mon,4,0,11,15,96733,2559,424,214,3.329
P01173,twitter,carousel,Thu,13,0,0,62,28461,906,156,137,4.076
P01174,facebook,video,Wed,1,0,0,242,47707,1062,188,73,2.659
P01175,instagram,carousel,Sun,7,1,19,399,87864,1355,246,246,1.88
P01176,linkedin,video,Mon,13,0,17,297,118671,3809,264,295,3.857
P01177,instagram,video,Fri,11,0,17,249,97492,3463,472,360,4.182
P01178,instagram,image,Tue,22,0,6,132,192596,6541,665,634,4.465
P01179,facebook,image,Sun,14,1,10,178,127661,4506,349,441,4.37
P01180,twitter,carousel,Sat,9,1,13,20,5086,198,16,20,4.84
P01181,instagram,image,Tue,10,0,5,151,105150,3566,705,598,4.67
P01182,facebook,image,Sun,14,1,14,251,116769,3095,461,263,3.332
P01183,instagram,image,Thu,18,0,13,362,9182,207,15,21,2.947
P01184,instagram,image,Sun,6,1,8,369,77311,1217,235,95,2.051
P01185,instagram,carousel,Sat,14,1,8,329,174366,4320,777,494,3.408
P01186,linkedin,video,Mon,13,0,6,13,71700,2776,277,493,4.77
P01187,linkedin,text,Tue,0,0,16,325,91573,322,39,35,0.437
P01188,instagram,image,Wed,21,0,19,91,44621,864,136,142,2.484
P01189,instagram,carousel,Tue,13,0,19,248,15859,212,34,28,1.849
P01190,instagram,video,Mon,5,0,15,378,63981,1090,134,132,2.174
P01191,instagram,video,Sun,15,1,6,355,154679,6256,886,1158,5.657
P01192,facebook,text,Sun,16,1,15,267,196641,1627,118,114,1.102
P01193,facebook,text,Thu,21,0,4,123,132200,3556,471,642,3.559
P01194,facebook,text,Tue,0,0,17,210,166261,1152,116,136,0.833
P01195,instagram,image,Tue,9,0,5,282,130062,3677,379,411,3.709
P01196,facebook,image,Sun,4,1,8,208,131915,3355,327,598,3.221
P01197,instagram,carousel,Wed,13,0,1,164,85669,2797,387,283,3.928
P01198,instagram,image,Mon,12,0,1,164,12711,349,43,68,3.599
P01199,twitter,carousel,Wed,11,0,7,241,82394,2972,330,513,4.332
P01200,linkedin,video,Thu,23,0,11,19,173042,5501,503,586,4.412
P01201,twitter,video,Fri,12,0,0,399,107499,1039,201,116,1.28
P01202,twitter,carousel,Wed,9,0,16,45,152512,3769,382,692,3.46
P01203,facebook,carousel,Sun,1,1,2,393,10593,170,20,15,2.052
P01204,twitter,image,Fri,6,0,19,18,40649,160,13,23,0.468
P01205,facebook,image,Sun,21,1,5,207,60142,2555,385,201,5.321
P01206,instagram,video,Wed,10,0,7,169,72188,2999,354,267,5.232
P01207,instagram,video,Fri,21,0,3,231,197584,8505,1048,1147,5.804
P01208,instagram,image,Wed,12,0,16,176,92653,2526,414,375,3.247
P01209,instagram,video,Fri,13,0,14,359,132607,2861,468,460,2.799
P01210,instagram,carousel,Sat,10,1,1,11,129068,4314,594,646,4.516
P01211,linkedin,carousel,Wed,13,0,2,394,84077,2211,252,201,3.101
P01212,linkedin,video,Sun,1,1,12,277,193282,3162,605,379,2.143
P01213,facebook,video,Sun,1,1,17,312,44861,562,108,56,1.659
P01214,instagram,image,Sun,11,1,2,60,7388,248,42,27,4.762
P01215,linkedin,video,Tue,14,0,4,30,149169,4776,828,541,4.406
P01216,instagram,image,Sat,13,1,10,161,130933,4487,764,600,4.172
P01217,instagram,video,Mon,10,0,2,132,52427,2030,385,186,5.014
P01218,instagram,carousel,Mon,7,0,6,314,173658,3815,263,245,2.605
P01219,instagram,image,Sun,17,1,0,359,32892,880,185,147,3.753
P01220,instagram,image,Tue,14,0,9,173,50567,1789,272,118,4.465
P01221,linkedin,image,Sun,1,1,14,308,31325,506,68,92,1.999
P01222,linkedin,text,Thu,10,0,8,28,37655,942,108,101,3.153
P01223,facebook,video,Wed,17,0,5,298,145988,3533,379,230,3.105
P01224,instagram,image,Mon,18,0,8,44,140845,4097,679,721,3.698
P01225,linkedin,text,Fri,6,0,10,268,128740,1109,159,152,1.072
P01226,facebook,video,Sat,22,1,3,155,172221,8356,706,1327,5.849
P01227,instagram,video,Thu,15,0,2,169,14426,501,74,62,4.626
P01228,facebook,text,Sat,10,1,3,114,124275,2590,216,288,2.71
P01229,facebook,image,Wed,15,0,19,164,23451,322,40,47,1.726
P01230,facebook,image,Thu,20,0,14,350,191154,3700,537,449,2.591
P01231,instagram,video,Wed,5,0,2,324,126952,2954,462,429,3.201
P01232,facebook,image,Fri,3,0,6,139,152105,3744,286,345,2.913
P01233,instagram,carousel,Mon,10,0,8,121,114437,4282,350,489,5.131
P01234,instagram,image,Thu,2,0,3,206,77041,1964,203,156,3.469
P01235,instagram,image,Thu,20,0,17,275,137356,3663,512,592,3.364
P01236,twitter,image,Thu,23,0,18,77,167232,1934,389,231,1.625
P01237,instagram,video,Thu,14,0,4,291,36018,1391,252,291,5.476
P01238,instagram,image,Fri,23,0,0,379,174433,1122,197,120,0.906
P01239,instagram,image,Thu,1,0,5,338,145454,1928,223,262,1.845
P01240,linkedin,text,Tue,15,0,11,221,17625,464,37,49,3.446
P01241,facebook,image,Tue,10,0,16,131,187251,5274,890,764,3.416
P01242,twitter,video,Fri,6,0,6,132,36456,1148,153,200,4.19
P01243,instagram,image,Sun,7,1,5,298,120409,4228,332,546,4.595
P01244,instagram,video,Sat,13,1,4,184,26354,889,116,98,4.27
P01245,facebook,image,Fri,15,0,0,47,39627,1010,159,169,3.418
P01246,instagram,video,Sun,3,1,0,272,128777,2974,319,269,3.02
P01247,linkedin,image,Sun,14,1,8,59,136068,4564,307,662,4.425
P01248,linkedin,text,Thu,22,0,12,394,137550,438,65,72,0.424
P01249,facebook,text,Mon,0,0,0,169,68944,838,60,85,1.603
P01250,twitter,image,Fri,21,0,4,140,164133,4797,638,790,4.165
P01251,facebook,image,Fri,14,0,18,26,10332,296,47,44,3.435
P01252,instagram,image,Tue,8,0,19,71,170930,3811,675,278,2.633
P01253,facebook,video,Sat,17,1,12,379,60816,2371,249,236,4.701
P01254,instagram,image,Sun,14,1,10,217,124318,3026,225,391,3.473
P01255,linkedin,text,Wed,18,0,11,361,181164,2248,275,353,1.527
P01256,instagram,carousel,Thu,1,0,7,382,51469,1082,107,147,2.674
P01257,instagram,carousel,Tue,1,0,4,24,82522,1798,351,239,3.051
P01258,facebook,video,Tue,15,0,7,155,165751,6966,1005,679,5.004
P01259,instagram,text,Tue,7,0,13,336,173000,2743,304,169,1.942
P01260,instagram,image,Wed,5,0,13,200,47426,660,115,48,1.928
P01261,facebook,video,Tue,10,0,13,206,101977,3773,376,331,4.38
P01262,instagram,image,Tue,17,0,12,230,66999,2165,308,186,4.495
P01263,facebook,text,Thu,4,0,1,282,103637,1442,267,116,1.812
P01264,instagram,video,Fri,23,0,12,375,76141,1293,125,197,2.346
P01265,instagram,carousel,Wed,10,0,17,355,1540,32,4,5,2.837
P01266,instagram,image,Thu,3,0,12,251,184942,3765,617,243,2.409
P01267,linkedin,text,Tue,1,0,11,232,127602,963,118,134,0.961
P01268,twitter,video,Fri,20,0,4,147,92602,3209,355,280,4.69
P01269,instagram,video,Fri,2,0,15,50,22008,661,43,71,3.678
P01270,twitter,text,Sun,10,1,9,285,14718,378,42,68,3.089
P01271,facebook,video,Mon,16,0,5,6,96010,3060,366,373,3.805
P01272,facebook,video,Sat,12,1,9,280,129993,4746,512,302,4.347
P01273,linkedin,video,Wed,6,0,2,201,52433,1642,153,166,3.746
P01274,linkedin,image,Mon,2,0,18,315,149006,59,6,9,0.05
P01275,linkedin,image,Fri,17,0,14,379,78780,1647,250,159,2.782
P01276,facebook,image,Tue,11,0,6,223,2708,58,10,10,2.556
P01277,facebook,image,Tue,1,0,15,231,107646,799,128,103,1.033
P01278,instagram,text,Sun,4,1,1,197,36623,547,86,39,2.059
P01279,instagram,video,Tue,13,0,7,152,3385,194,33,26,7.475
P01280,facebook,video,Thu,4,0,13,40,26457,680,61,108,3.459
P01281,instagram,video,Tue,9,0,0,17,57274,1692,171,204,3.728
P01282,instagram,video,Mon,2,0,14,290,103214,2553,168,436,2.96
P01283,instagram,video,Mon,19,0,16,366,197927,4915,540,891,3.21
P01284,instagram,text,Mon,15,0,11,26,44049,1095,210,89,3.176
P01285,facebook,text,Thu,18,0,4,134,11951,348,38,26,3.814
P01286,facebook,video,Thu,1,0,14,245,38656,1397,236,141,4.483
P01287,facebook,image,Mon,9,0,6,283,64219,1791,147,278,3.9
P01288,instagram,video,Wed,6,0,14,295,41446,843,114,131,2.875
P01289,facebook,video,Tue,14,0,12,279,64623,2597,278,252,5.048
P01290,instagram,video,Thu,19,0,1,38,193826,6867,617,1277,4.541
P01291,linkedin,carousel,Sun,5,1,1,105,76187,1773,203,188,3.058
P01292,facebook,video,Fri,18,0,0,190,127125,5149,790,895,5.4
P01293,facebook,image,Sun,13,1,1,30,137113,2895,405,545,2.983
P01294,facebook,image,Tue,19,0,5,140,26463,837,140,62,3.944
P01295,twitter,video,Tue,1,0,0,157,49924,903,166,87,2.371
P01296,linkedin,image,Sat,23,1,18,391,83435,1314,168,123,2.053
P01297,facebook,image,Wed,10,0,18,130,92323,1787,318,304,2.321
P01298,facebook,carousel,Sat,6,1,3,388,3129,20,1,2,0.803
P01299,instagram,video,Thu,4,0,6,281,129150,2309,245,421,2.44
P01300,twitter,image,Tue,23,0,14,278,60488,893,103,109,1.849
P01301,instagram,video,Sat,21,1,13,328,64803,2344,353,312,5.026
P01302,instagram,carousel,Thu,3,0,11,337,120799,2056,295,396,2.334
P01303,twitter,image,Sat,10,1,19,92,189780,2886,382,336,1.884
P01304,linkedin,carousel,Thu,17,0,12,171,173060,5749,1117,996,4.621
P01305,instagram,text,Mon,14,0,13,213,195944,5032,527,627,3.461
P01306,instagram,video,Fri,4,0,10,390,82993,1837,290,132,2.652
P01307,instagram,carousel,Mon,8,0,10,21,24374,853,111,58,4.317
P01308,facebook,image,Fri,8,0,5,193,43588,1849,218,156,5.054
P01309,instagram,text,Wed,6,0,10,89,69092,968,93,142,1.684
P01310,twitter,video,Sat,23,1,18,86,60398,1475,159,172,3.269
P01311,twitter,text,Sun,4,1,7,305,41990,333,37,40,0.997
P01312,facebook,video,Wed,16,0,2,84,30599,938,157,75,4.051
P01313,facebook,image,Sun,21,1,11,318,37764,961,117,134,3.165
P01314,instagram,image,Mon,19,0,15,397,131826,2527,220,438,2.548
P01315,instagram,carousel,Mon,19,0,19,311,98450,1875,337,301,2.72
P01316,linkedin,video,Sun,3,1,10,72,7993,216,35,45,3.79
P01317,instagram,image,Fri,3,0,15,61,112983,1665,296,105,1.807
P01318,instagram,carousel,Thu,18,0,5,177,168549,6913,999,500,5.756
P01319,instagram,text,Tue,17,0,8,222,85417,3031,443,384,4.492
P01320,instagram,video,Wed,17,0,8,312,64059,3259,385,301,6.14
P01321,facebook,video,Fri,10,0,6,171,54874,1742,254,255,3.914
P01322,linkedin,image,Sat,12,1,14,70,76193,2252,277,382,3.879
P01323,linkedin,carousel,Sun,0,1,17,396,56085,287,25,24,0.699
P01324,facebook,image,Wed,6,0,6,362,184880,1607,285,272,1.037
P01325,linkedin,text,Thu,12,0,2,263,198429,2511,390,170,1.612
P01326,facebook,video,Tue,3,0,16,279,68985,1043,152,163,1.988
P01327,linkedin,video,Mon,3,0,16,374,184773,1945,227,205,1.251
P01328,facebook,image,Thu,1,0,18,192,170791,3077,509,491,2.46
P01329,instagram,image,Fri,5,0,5,62,15641,408,33,32,3.401
P01330,twitter,carousel,Mon,23,0,14,244,98421,2045,236,410,2.901
P01331,instagram,video,Wed,16,0,14,183,131481,4411,383,882,4.668
P01332,instagram,video,Fri,22,0,15,320,84715,2789,230,374,4.332
P01333,instagram,text,Sat,6,1,16,309,91647,1251,81,157,1.695
P01334,instagram,text,Sun,14,1,19,191,99086,1069,179,162,1.437
P01335,instagram,text,Wed,21,0,9,150,137918,3797,344,510,3.426
P01336,facebook,image,Wed,8,0,1,171,59105,1801,292,229,3.712
P01337,linkedin,video,Sun,15,1,3,254,119593,5112,863,670,5.14
P01338,instagram,text,Fri,16,0,17,256,49076,907,86,174,2.615
P01339,facebook,video,Tue,19,0,16,207,177905,7315,1084,996,5.039
P01340,instagram,image,Fri,23,0,0,215,17392,423,56,41,3.366
P01341,linkedin,carousel,Tue,14,0,7,396,13864,312,55,55,2.792
P01342,instagram,video,Thu,13,0,4,105,8027,353,46,33,5.82
P01343,instagram,video,Wed,20,0,6,73,70244,2971,324,245,5.247
P01344,facebook,text,Sun,16,1,12,320,121446,1267,138,259,1.425
P01345,facebook,video,Mon,8,0,10,374,197106,4397,775,394,2.8
P01346,linkedin,video,Sat,15,1,9,245,91201,3055,309,255,4.66
P01347,facebook,video,Tue,13,0,8,163,36865,1403,257,205,5.244
P01348,linkedin,video,Mon,5,0,12,142,73964,2145,188,359,3.66
P01349,instagram,image,Fri,12,0,13,189,25903,558,85,42,2.871
P01350,instagram,carousel,Fri,14,0,0,25,94661,3732,441,459,4.894
P01351,instagram,carousel,Mon,21,0,2,213,145929,6223,469,441,5.312
P01352,instagram,image,Mon,13,0,6,111,7588,232,18,27,3.86
P01353,instagram,image,Mon,3,0,8,109,155598,3989,385,416,3.166
P01354,facebook,text,Wed,23,0,19,226,46098,176,27,14,0.466
P01355,instagram,image,Mon,13,0,17,385,134618,2106,309,360,1.87
P01356,facebook,video,Fri,6,0,12,86,163191,3935,390,627,3.386
P01357,facebook,video,Mon,18,0,0,365,155351,4381,544,749,3.589
P01358,facebook,carousel,Sat,9,1,2,210,134141,4861,357,841,4.461
P01359,facebook,image,Sun,8,1,9,389,138897,2159,358,421,2.122
P01360,instagram,carousel,Sat,20,1,11,155,37930,1440,252,243,5.132
P01361,instagram,video,Sun,20,1,13,398,27586,904,170,99,4.429
P01362,facebook,video,Sun,12,1,2,265,76560,2915,514,493,4.845
P01363,facebook,image,Mon,8,0,17,269,121840,1817,202,246,1.976
P01364,instagram,video,Wed,20,0,9,227,123824,4713,445,455,4.758
P01365,instagram,video,Sat,4,1,11,183,155486,6523,1151,730,5.3
P01366,facebook,image,Wed,17,0,0,212,62044,1732,140,174,3.495
P01367,facebook,image,Sat,14,1,16,341,173170,2377,180,311,1.86
P01368,instagram,image,Sat,20,1,10,317,90105,2613,261,411,3.558
P01369,facebook,image,Sun,10,1,4,14,49623,1843,290,227,4.644
P01370,linkedin,image,Wed,19,0,6,279,147215,2953,490,315,2.787
P01371,instagram,text,Wed,0,0,7,334,25922,234,48,19,1.237
P01372,linkedin,video,Mon,18,0,0,298,81359,2527,291,460,4.168
P01373,instagram,carousel,Tue,1,0,18,201,156327,1748,161,191,1.331
P01374,facebook,text,Tue,15,0,16,137,154335,2223,261,280,1.923
P01375,facebook,image,Thu,4,0,17,270,51681,187,34,34,0.515
P01376,instagram,carousel,Wed,23,0,7,267,33727,966,96,181,3.972
P01377,twitter,text,Sat,18,1,11,152,6869,183,38,26,3.777
P01378,facebook,video,Sat,2,1,9,165,18330,536,71,80,3.845
P01379,twitter,video,Sat,21,1,9,150,165130,7237,1133,653,5.347
P01380,instagram,video,Mon,6,0,11,22,156829,5137,888,960,4.267
P01381,linkedin,image,Thu,13,0,9,17,101445,2329,276,301,2.78
P01382,twitter,video,Sat,2,1,15,37,114236,2464,433,425,3.05
P01383,facebook,text,Tue,2,0,1,172,65663,395,44,31,0.78
P01384,instagram,text,Wed,5,0,3,206,38813,636,102,88,2.004
P01385,facebook,image,Sat,12,1,17,166,2780,55,9,6,2.472
P01386,facebook,carousel,Sat,13,1,17,382,134540,2132,275,245,1.914
P01387,twitter,image,Sat,20,1,16,93,7547,169,16,27,3.027
P01388,facebook,text,Thu,3,0,7,160,21452,473,90,79,2.847
P01389,instagram,image,Wed,17,0,9,102,158628,4958,895,525,3.899
P01390,instagram,text,Wed,0,0,0,123,116774,564,87,107,0.665
P01391,facebook,carousel,Fri,6,0,5,235,98196,1794,324,157,2.222
P01392,twitter,image,Wed,4,0,14,127,44070,909,122,129,2.763
P01393,instagram,image,Wed,2,0,6,130,30369,678,83,62,3.127
P01394,linkedin,carousel,Tue,14,0,9,269,93566,3272,386,317,4.291
P01395,twitter,image,Thu,21,0,2,332,72021,1781,121,308,3.069
P01396,instagram,video,Tue,16,0,9,88,107056,5164,651,317,5.794
P01397,instagram,text,Thu,20,0,14,48,33478,723,101,123,2.592
P01398,facebook,video,Sun,14,1,11,99,46673,1881,155,210,5.432
P01399,facebook,video,Sat,1,1,11,233,23019,589,56,88,3.211
P01400,instagram,video,Thu,8,0,18,384,85183,2070,297,144,2.859
P01401,linkedin,image,Sun,19,1,4,68,55623,2471,434,383,6.031
P01402,facebook,text,Sun,1,1,5,21,45080,558,108,102,1.606
P01403,twitter,image,Thu,2,0,12,213,110126,2354,212,297,2.555
P01404,linkedin,image,Sat,20,1,9,396,99733,2810,527,339,3.939
P01405,linkedin,image,Wed,1,0,19,223,42396,442,35,68,1.243
P01406,facebook,text,Sun,23,1,1,370,139956,2112,172,331,1.952
P01407,instagram,image,Wed,18,0,2,258,69062,2106,310,156,3.657
P01408,facebook,text,Tue,15,0,6,17,68602,1597,190,235,2.935
P01409,instagram,carousel,Mon,12,0,9,173,95847,2782,450,405,3.625
P01410,facebook,carousel,Sat,2,1,17,309,28239,359,34,55,1.558
P01411,instagram,text,Wed,9,0,9,206,84295,2206,222,254,3.686
P01412,facebook,carousel,Sat,19,1,8,81,116688,5584,737,634,6.026
P01413,instagram,text,Mon,21,0,3,76,26161,464,34,81,2.115
P01414,instagram,image,Thu,10,0,8,267,113196,4003,370,509,4.193
P01415,instagram,carousel,Wed,20,0,10,187,8253,398,31,47,5.702
P01416,facebook,video,Thu,18,0,11,231,120895,4669,480,871,4.846
P01417,linkedin,video,Tue,1,0,12,152,7574,263,42,24,4.374
P01418,instagram,text,Mon,14,0,8,138,35429,845,67,97,3.048
P01419,linkedin,text,Wed,14,0,3,268,70360,1115,157,178,2.004
P01420,linkedin,carousel,Thu,13,0,3,8,123117,2674,366,410,2.743
P01421,instagram,video,Sat,18,1,3,176,143901,5101,750,1059,5.018
P01422,facebook,video,Thu,21,0,12,151,94051,3163,436,512,4.714
P01423,facebook,video,Tue,13,0,17,312,26685,730,107,75,3.448
P01424,instagram,video,Tue,7,0,17,292,77802,1831,331,220,3.149
P01425,facebook,video,Fri,23,0,6,173,157502,4744,421,375,4.042
P01426,instagram,image,Thu,23,0,1,108,18518,458,83,89,3.394
P01427,linkedin,image,Sun,16,1,12,98,143277,3670,251,281,3.123
P01428,twitter,carousel,Thu,15,0,0,88,77461,2423,282,300,3.704
P01429,linkedin,video,Thu,2,0,12,113,1286,35,4,4,3.382
P01430,facebook,text,Mon,9,0,7,305,139070,3586,297,270,3.063
P01431,facebook,video,Tue,4,0,16,22,5836,173,12,16,3.563
P01432,twitter,image,Sat,12,1,12,15,74245,1738,136,269,3.195
P01433,instagram,image,Wed,19,0,14,218,39409,1081,80,79,3.792
P01434,instagram,image,Wed,5,0,8,93,117005,2411,354,483,2.816
P01435,facebook,text,Fri,23,0,16,333,11696,19,2,4,0.226
P01436,instagram,image,Mon,3,0,10,302,18664,336,56,25,2.286
P01437,instagram,video,Thu,2,0,12,308,106502,1978,373,365,2.502
P01438,instagram,text,Wed,23,0,7,185,198790,2942,279,291,1.768
P01439,facebook,text,Tue,2,0,8,177,8405,114,10,8,1.717
P01440,instagram,image,Wed,17,0,16,173,92419,2522,304,270,3.62
P01441,instagram,image,Thu,18,0,7,82,160627,7041,1148,1087,5.171
P01442,instagram,image,Tue,7,0,0,229,58505,1978,211,274,4.01
P01443,instagram,image,Thu,1,0,7,346,98845,1517,113,137,1.879
P01444,linkedin,image,Sat,7,1,7,106,167817,5009,908,746,3.646
P01445,instagram,video,Tue,1,0,8,27,145726,4271,504,609,3.462
P01446,facebook,text,Sun,16,1,1,228,58995,1541,164,242,3.306
P01447,linkedin,video,Fri,21,0,2,162,150265,7284,1220,911,5.826
P01448,instagram,video,Sat,23,1,6,319,135315,4535,912,843,4.722
P01449,linkedin,image,Mon,19,0,8,343,101599,3118,397,454,3.919
P01450,facebook,carousel,Sat,18,1,0,380,88505,2049,213,165,2.986
P01451,facebook,video,Wed,21,0,7,160,185109,7803,1087,1449,5.973
P01452,instagram,text,Fri,18,0,6,361,174918,3267,330,377,2.619
P01453,instagram,text,Sat,15,1,0,51,198053,3684,512,631,2.645
P01454,twitter,image,Tue,23,0,5,152,135238,3496,343,552,3.474
P01455,linkedin,image,Tue,7,0,5,110,72163,1650,261,195,3.229
P01456,twitter,image,Mon,9,0,2,369,22368,320,53,28,1.874
P01457,twitter,video,Fri,21,0,15,242,25609,1035,185,150,4.916
P01458,instagram,text,Sat,7,1,1,149,190263,3184,540,542,2.113
P01459,linkedin,video,Wed,7,0,11,65,72966,2616,191,437,4.476
P01460,facebook,carousel,Tue,3,0,13,314,22533,367,37,59,2.314
P01461,linkedin,video,Wed,6,0,16,263,45059,809,101,71,2.174
P01462,instagram,image,Wed,14,0,10,341,4665,144,15,16,4.287
P01463,instagram,image,Sun,21,1,10,178,106435,4354,300,733,5.488
P01464,linkedin,carousel,Mon,3,0,15,64,118395,2332,376,273,2.533
P01465,linkedin,carousel,Wed,16,0,17,137,75988,2353,240,345,3.688
P01466,facebook,video,Fri,18,0,4,249,148952,5898,393,562,4.66
P01467,instagram,image,Tue,21,0,15,100,96349,4007,495,248,5.088
P01468,instagram,carousel,Sun,18,1,9,32,192007,10514,1919,1433,6.765
P01469,twitter,image,Sun,3,1,1,330,152755,1080,163,153,0.908
P01470,facebook,text,Wed,11,0,12,214,15523,300,25,42,2.417
P01471,facebook,image,Sat,22,1,19,161,55167,1399,197,149,3.514
P01472,facebook,image,Sat,21,1,2,223,150968,4591,869,813,4.108
P01473,facebook,video,Fri,14,0,0,296,107726,2833,185,330,3.102
P01474,facebook,video,Tue,23,0,18,5,150767,3685,495,549,2.886
P01475,facebook,video,Mon,16,0,11,178,67364,2423,395,360,4.806
P01476,linkedin,video,Wed,1,0,4,105,8109,243,40,30,4.065
P01477,twitter,text,Mon,21,0,15,41,157099,2715,240,436,2.353
P01478,twitter,video,Wed,4,0,7,19,157113,4446,810,619,3.662
P01479,facebook,video,Fri,9,0,6,178,128087,4800,538,661,5.108
P01480,facebook,video,Fri,5,0,5,219,81171,2127,147,306,3.287
P01481,linkedin,image,Tue,17,0,11,205,2196,65,5,5,4.153
P01482,linkedin,video,Mon,0,0,2,314,145706,1739,233,343,1.668
P01483,facebook,image,Tue,15,0,7,185,132180,4585,334,516,4.678
P01484,facebook,video,Thu,20,0,6,238,133698,5033,789,447,4.609
P01485,linkedin,image,Sat,18,1,1,327,34447,1096,200,186,4.251
P01486,facebook,text,Wed,7,0,15,264,146378,2240,149,213,1.985
P01487,linkedin,video,Wed,21,0,0,364,145032,3526,579,661,3.045
P01488,instagram,text,Thu,8,0,19,92,171567,1523,276,171,1.085
P01489,facebook,video,Mon,16,0,1,315,113684,4304,306,460,5.075
P01490,facebook,image,Tue,12,0,7,280,146442,3385,512,235,2.855
P01491,instagram,carousel,Mon,1,0,1,235,80595,1753,354,128,2.928
P01492,linkedin,video,Thu,0,0,7,6,139486,3853,627,288,3.467
P01493,facebook,carousel,Thu,4,0,12,218,138966,3742,490,246,3.508
P01494,instagram,video,Fri,22,0,1,344,156028,5070,837,500,3.873
P01495,linkedin,video,Fri,22,0,10,259,171390,7641,1089,731,5.261
P01496,linkedin,text,Wed,9,0,15,7,1135,24,2,3,2.596
P01497,linkedin,video,Sun,23,1,9,118,155859,5213,451,456,3.995
P01498,instagram,image,Sun,1,1,2,229,158600,2828,397,221,2.475
P01499,linkedin,carousel,Mon,23,0,13,325,109303,3245,355,232,3.719
P01500,facebook,carousel,Sun,5,1,3,180,104166,2533,288,237,3.332
P01501,facebook,text,Tue,0,0,0,343,144677,1106,101,122,1.031
P01502,instagram,video,Tue,18,0,8,319,91330,4321,747,360,6.077
P01503,facebook,video,Thu,9,0,5,110,83075,3252,483,347,4.824
P01504,linkedin,carousel,Mon,7,0,0,82,160770,4916,506,865,3.783
P01505,facebook,video,Wed,18,0,15,361,157910,3853,342,353,2.939
P01506,facebook,carousel,Tue,7,0,11,237,41784,1062,85,91,3.243
P01507,linkedin,video,Thu,18,0,18,340,165895,4569,334,634,3.283
P01508,facebook,image,Sat,4,1,9,369,65635,753,102,90,1.378
P01509,instagram,carousel,Sun,2,1,8,172,27890,971,71,64,4.209
P01510,twitter,image,Tue,7,0,16,23,175743,3235,643,567,2.506
P01511,linkedin,image,Thu,14,0,1,364,47987,1451,145,226,3.877
P01512,twitter,video,Thu,5,0,7,235,40992,886,58,162,2.668
P01513,twitter,carousel,Wed,3,0,15,52,54362,1415,227,240,3.075
P01514,twitter,text,Fri,17,0,5,214,98563,1743,215,269,2.519
P01515,linkedin,image,Sun,11,1,17,16,33633,1080,122,171,4.288
P01516,facebook,image,Wed,10,0,5,119,32331,725,60,88,2.986
P01517,instagram,text,Mon,5,0,8,142,78810,1331,208,249,2.272
P01518,facebook,image,Sun,0,1,17,184,43978,439,46,56,1.213
P01519,linkedin,image,Sun,1,1,4,228,39010,851,159,99,3.086
P01520,facebook,image,Wed,16,0,19,336,182476,2354,353,159,1.711
P01521,linkedin,video,Thu,1,0,0,143,119310,3212,549,433,3.337
P01522,instagram,text,Sun,5,1,5,295,3256,65,10,9,2.627
P01523,instagram,carousel,Thu,21,0,11,377,20772,614,109,112,4.099
P01524,facebook,carousel,Thu,8,0,11,300,162880,3043,460,264,2.36
P01525,facebook,image,Sun,17,1,18,105,54348,1112,138,188,2.629
P01526,instagram,video,Sat,8,1,19,272,30903,1053,148,64,4.02
P01527,instagram,video,Thu,22,0,13,116,133271,5929,849,794,5.477
P01528,linkedin,image,Tue,19,0,13,193,167686,5175,309,547,3.639
